HORA (UTC),"VENTO, DIREï¿½ï¿½O HORARIA (gr) (ï¿½ (gr))","VENTO, VELOCIDADE HORARIA (m/s)",UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),TEMPERATURA Mï¿½XIMA NA HORA ANT. (AUT) (ï¿½C),TEMPERATURA Mï¿½NIMA NA HORA ANT. (AUT) (ï¿½C),"UMIDADE RELATIVA DO AR, HORARIA (%)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)","PRECIPITAï¿½ï¿½O TOTAL, HORï¿½RIO (mm)","VENTO, RAJADA MAXIMA (m/s)",PRESSï¿½O ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB),PRESSï¿½O ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB)
17:00,0.9993908270190958,2.3,52.0,44.0,28.4,27.1,50.0,884.3,0.0,7.3,885.6,884.3
18:00,0.8571673007021123,2.4,53.0,44.0,28.4,26.9,47.0,883.7,0.0,6.3,884.3,883.6
19:00,0.992546151641322,3.8,55.0,44.0,28.7,26.9,55.0,883.4,0.0,9.3,883.7,883.3
20:00,0.9271838545667874,3.6,62.0,54.0,27.0,25.2,54.0,883.4,0.0,9.3,883.4,883.2
21:00,0.8910065241883679,2.0,64.0,54.0,26.6,24.9,64.0,884.2,0.0,5.9,884.2,883.4
22:00,-0.05233595624294437,1.6,78.0,64.0,24.9,22.2,77.0,885.0,0.0,5.2,885.0,884.2
23:00,0.992546151641322,1.8,79.0,72.0,22.9,22.0,73.0,885.6,0.0,2.9,885.6,885.0
00:00,0.9945218953682733,1.8,76.0,69.0,23.6,22.5,76.0,886.1,0.0,4.0,886.2,885.6
01:00,0.7431448254773942,1.0,79.0,73.0,22.9,21.6,79.0,887.0,0.0,3.4,887.0,886.1
02:00,-0.06975647374412564,1.2,84.0,78.0,21.8,21.0,79.0,887.5,0.0,2.2,887.5,887.0
03:00,-0.6018150231520483,2.4,84.0,77.0,21.8,20.5,83.0,887.5,0.0,3.8,887.7,887.2
04:00,0.13917310096006544,2.2,90.0,83.0,20.5,19.7,87.0,886.8,0.2,3.8,887.5,886.8
05:00,-0.01745240643728356,2.1,90.0,87.0,20.1,19.4,90.0,886.4,0.0,4.2,886.8,886.4
06:00,-0.7986355100472928,0.7,92.0,89.0,19.6,18.2,92.0,885.9,0.0,2.9,886.4,885.9
07:00,0.766044443118978,0.7,95.0,92.0,19.0,17.9,93.0,885.7,0.0,1.7,886.0,885.6
08:00,-0.5877852522924734,0.9,95.0,93.0,19.1,18.3,94.0,885.9,0.0,1.6,885.9,885.7
09:00,-0.9563047559630354,0.5,95.0,93.0,19.1,18.5,95.0,886.5,0.0,1.9,886.5,885.9
10:00,-0.8571673007021123,1.3,95.0,89.0,19.8,18.2,89.0,887.2,0.0,2.0,887.2,886.5
11:00,-0.4383711467890778,1.1,89.0,75.0,22.5,19.8,75.0,888.2,0.0,2.4,888.2,887.2
14:00,0.9659258262890683,3.9,70.0,57.0,26.6,24.8,62.0,888.8,0.0,6.5,889.3,888.8
15:00,0.788010753606722,2.2,64.0,54.0,26.6,25.3,58.0,888.0,0.0,6.5,888.8,888.0
16:00,0.9986295347545738,3.6,64.0,54.0,27.5,25.6,56.0,886.9,0.0,7.5,888.0,886.9
17:00,0.10452846326765347,4.4,69.0,50.0,27.7,25.0,69.0,886.4,0.0,8.3,886.9,886.4
18:00,-0.034899496702500823,3.9,71.0,66.0,25.1,24.1,68.0,886.0,0.0,8.7,886.4,886.0
19:00,0.3090169943749474,2.0,70.0,64.0,25.5,24.2,66.0,885.9,0.0,5.9,886.0,885.6
20:00,0.8829475928589269,5.5,89.0,66.0,24.8,18.5,89.0,886.3,5.6,9.4,886.3,885.6
21:00,-0.19080899537654467,2.7,95.0,89.0,18.8,18.1,91.0,885.9,3.6,9.4,886.4,885.7
22:00,-0.3090169943749477,1.4,94.0,89.0,18.8,18.1,94.0,885.8,0.2,4.4,886.0,885.8
23:00,0.6819983600624985,1.0,94.0,92.0,18.7,18.1,94.0,886.5,0.0,2.5,886.5,885.8
00:00,0.0697564737441253,1.3,95.0,90.0,19.2,18.0,94.0,887.2,0.0,2.6,887.3,886.5
01:00,0.90630778703665,0.6,95.0,91.0,19.1,18.2,94.0,888.0,0.0,3.5,888.0,887.2
02:00,-0.4226182617406992,0.7,96.0,94.0,18.3,17.7,96.0,888.1,0.0,1.2,888.2,888.0
03:00,0.224951054343865,1.8,96.0,94.0,18.5,18.1,94.0,887.8,0.0,2.5,888.1,887.8
04:00,-0.7431448254773946,0.5,96.0,94.0,18.5,17.6,96.0,887.7,0.0,2.5,887.8,887.5
05:00,-0.5591929034707466,0.7,96.0,95.0,18.1,17.6,96.0,887.2,0.0,0.9,887.7,887.2
06:00,0.5877852522924731,1.2,96.0,92.0,18.4,17.4,92.0,886.8,0.0,2.2,887.2,886.7
07:00,-0.22495105434386534,0.5,96.0,91.0,18.4,17.0,96.0,886.9,0.0,2.1,887.0,886.8
08:00,0.8571673007021123,0.7,96.0,96.0,17.8,17.2,96.0,886.9,0.0,1.2,887.0,886.8
09:00,0.3583679495453002,1.2,96.0,95.0,17.9,17.1,95.0,887.5,0.0,1.9,887.5,886.9
10:00,0.9396926207859084,0.7,96.0,92.0,19.4,17.1,92.0,888.1,0.0,1.9,888.1,887.5
11:00,0.13917310096006544,1.4,92.0,85.0,21.0,19.1,86.0,888.7,0.0,2.4,888.7,888.1
12:00,0.08715574274765817,2.7,86.0,67.0,23.6,21.0,73.0,889.2,0.0,4.4,889.2,888.7
13:00,0.03489949670250097,3.1,73.0,67.0,24.6,23.3,72.0,889.2,0.0,5.5,889.3,889.2
14:00,0.25881904510252074,3.3,72.0,61.0,25.2,23.4,66.0,888.7,0.2,6.5,889.2,888.7
15:00,0.27563735581699916,3.3,66.0,57.0,26.5,24.4,57.0,887.8,0.0,6.2,888.7,887.8
16:00,0.39073112848927377,2.4,61.0,51.0,27.3,25.2,53.0,887.0,0.0,6.1,887.8,887.0
17:00,0.8987940462991669,3.3,57.0,49.0,27.8,26.3,56.0,886.0,0.0,6.1,887.0,886.0
20:00,0.29237170472273677,2.3,55.0,48.0,27.3,26.2,52.0,884.4,0.0,5.9,884.9,884.4
21:00,0.15643446504023087,1.3,63.0,50.0,26.7,24.0,63.0,884.6,0.0,3.9,884.6,884.4
22:00,-0.5000000000000004,2.2,77.0,62.0,24.1,22.7,76.0,885.4,0.0,6.1,885.4,884.6
23:00,-0.6018150231520483,2.3,81.0,76.0,22.7,21.5,80.0,886.3,0.0,4.2,886.3,885.4
00:00,-0.24192189559966787,1.9,81.0,75.0,21.8,21.4,78.0,887.3,0.0,4.1,887.3,886.3
01:00,0.9659258262890683,0.5,82.0,75.0,21.7,20.5,82.0,888.3,0.0,3.0,888.3,887.3
02:00,0.5591929034707469,1.4,86.0,79.0,21.6,20.3,81.0,888.5,0.0,2.8,888.6,888.3
03:00,0.8290375725550417,3.0,91.0,81.0,21.9,20.6,89.0,888.3,0.0,5.0,888.5,888.3
04:00,0.9993908270190958,3.4,90.0,87.0,20.6,20.1,90.0,887.6,0.0,5.9,888.4,887.6
05:00,0.7071067811865475,1.8,93.0,89.0,20.2,19.1,93.0,887.4,3.0,5.0,887.6,887.4
06:00,0.1908089953765448,1.2,94.0,91.0,19.1,18.9,93.0,886.7,2.2,3.4,887.4,886.7
07:00,-0.5877852522924734,1.4,95.0,92.0,19.2,18.7,93.0,886.1,0.2,2.5,886.7,886.1
08:00,0.6018150231520482,1.0,94.0,92.0,19.4,18.8,92.0,886.1,0.0,1.8,886.1,885.9
09:00,-0.9563047559630353,0.4,95.0,92.0,19.3,18.6,95.0,886.6,0.0,1.7,886.6,886.0
10:00,0.29237170472273677,0.9,96.0,93.0,20.4,18.4,93.0,887.3,0.0,1.4,887.3,886.6
11:00,-0.7547095802227722,0.7,93.0,82.0,22.0,20.4,83.0,888.1,0.0,1.6,888.1,887.3
12:00,0.7071067811865475,2.1,84.0,71.0,23.2,21.9,72.0,888.3,0.0,4.1,888.3,888.1
13:00,0.6819983600624985,2.5,77.0,71.0,24.2,23.0,72.0,888.5,0.0,5.3,888.5,888.3
14:00,0.5446390350150271,2.4,74.0,62.0,25.6,24.1,66.0,888.2,0.0,5.5,888.6,888.2
15:00,0.9271838545667874,2.1,71.0,53.0,25.9,24.4,59.0,887.4,0.0,5.0,888.2,887.4
16:00,0.9975640502598242,2.2,61.0,54.0,26.4,25.3,54.0,886.4,0.0,4.6,887.4,886.4
19:00,0.24192189559966773,1.7,68.0,56.0,26.6,24.2,56.0,884.2,0.0,4.7,884.7,884.2
20:00,-0.3090169943749477,2.6,60.0,56.0,26.8,25.3,59.0,884.5,0.0,4.6,884.6,884.2
21:00,-0.2588190451025207,2.0,62.0,56.0,26.0,24.1,60.0,884.8,0.0,4.6,884.8,884.3
22:00,-0.6156614753256582,1.2,74.0,60.0,24.1,22.0,74.0,885.1,0.0,3.2,885.1,884.8
23:00,0.9876883405951378,0.2,85.0,72.0,22.7,21.2,81.0,885.7,0.0,1.8,885.7,884.9
00:00,0.49999999999999994,0.7,86.0,76.0,22.2,21.4,85.0,886.6,0.0,1.0,886.6,885.7
01:00,0.15643446504023087,1.6,85.0,73.0,22.3,21.0,80.0,886.7,0.0,2.5,886.9,886.6
02:00,0.3420201433256687,0.4,85.0,77.0,22.0,20.7,84.0,887.1,0.0,3.0,887.1,886.7
03:00,-2.4492935982947064e-16,1.2,86.0,81.0,21.3,20.0,85.0,886.7,0.0,1.8,887.1,886.7
04:00,-0.898794046299167,1.4,88.0,84.0,20.4,19.4,86.0,886.4,0.0,2.4,886.7,886.4
05:00,-0.6427876096865396,0.8,88.0,86.0,19.7,19.0,88.0,885.7,0.0,2.0,886.4,885.7
06:00,-0.9271838545667874,1.3,92.0,85.0,19.7,18.3,89.0,885.3,0.0,1.8,885.7,885.3
07:00,-0.7880107536067218,0.6,93.0,89.0,19.1,18.1,91.0,885.2,0.0,1.8,885.3,885.0
08:00,-0.9961946980917455,0.7,94.0,91.0,18.7,17.9,94.0,885.4,0.0,1.3,885.4,885.1
09:00,0.5446390350150273,0.3,94.0,91.0,18.7,18.0,92.0,885.6,0.0,0.9,885.6,885.4
10:00,0.7431448254773942,0.4,93.0,80.0,21.3,18.1,80.0,886.4,0.0,0.8,886.4,885.6
11:00,-0.8090169943749476,0.4,80.0,66.0,24.8,21.3,68.0,887.0,0.0,1.0,887.0,886.4
12:00,0.35836794954530027,2.3,71.0,64.0,24.7,23.3,66.0,887.6,0.0,4.1,887.6,887.0
13:00,0.6018150231520483,2.3,68.0,60.0,25.7,24.3,61.0,887.8,0.0,4.7,887.9,887.6
14:00,0.15643446504023087,2.0,67.0,57.0,26.1,24.9,60.0,887.4,0.0,4.8,887.8,887.4
15:00,0.838670567945424,1.6,63.0,48.0,27.2,25.6,49.0,886.4,0.0,4.8,887.3,886.4
16:00,0.981627183447664,1.3,55.0,37.0,28.8,26.9,41.0,885.5,0.0,4.5,886.4,885.5
17:00,0.992546151641322,2.8,51.0,39.0,28.8,27.0,48.0,884.4,0.0,6.0,885.5,884.4
18:00,0.9135454576426009,1.6,51.0,44.0,28.8,26.7,48.0,884.0,0.0,6.6,884.4,884.0
19:00,-0.898794046299167,2.7,61.0,47.0,27.9,25.8,57.0,883.6,0.0,5.0,884.0,883.6
20:00,-0.3090169943749477,2.6,65.0,55.0,27.4,24.8,65.0,883.6,0.0,6.1,883.7,883.4
21:00,0.20791169081775934,2.9,67.0,60.0,24.8,24.1,64.0,884.0,0.0,5.1,884.1,883.6
22:00,0.10452846326765347,1.5,76.0,64.0,24.2,22.5,76.0,884.4,0.0,5.1,884.4,884.0
23:00,-0.8090169943749476,2.4,79.0,75.0,22.5,21.7,78.0,885.5,0.0,4.1,885.5,884.4
00:00,-0.8191520442889918,1.8,82.0,78.0,22.0,21.0,82.0,886.2,0.0,4.1,886.3,885.5
01:00,-0.9563047559630354,1.7,88.0,82.0,21.1,19.8,83.0,886.6,0.0,2.9,886.6,886.2
02:00,-0.8480480961564262,1.1,85.0,82.0,20.8,19.8,84.0,886.6,0.0,2.3,886.7,886.6
03:00,0.2923717047227366,1.0,87.0,84.0,20.1,19.1,87.0,886.1,0.0,1.9,886.6,886.1
04:00,0.5591929034707469,1.2,90.0,86.0,19.6,19.0,88.0,885.6,0.0,1.8,886.1,885.6
05:00,-0.529919264233205,0.9,91.0,85.0,20.0,18.3,91.0,885.2,0.0,1.9,885.6,885.1
06:00,-0.6691306063588581,0.6,95.0,90.0,18.8,17.6,95.0,885.0,0.0,1.9,885.2,885.0
07:00,-0.20791169081775987,1.0,95.0,94.0,18.0,17.5,95.0,885.0,0.0,1.3,885.1,884.9
08:00,-0.5000000000000004,0.9,96.0,94.0,17.8,17.2,96.0,885.2,0.0,1.4,885.2,884.8
09:00,-0.45399049973954697,0.6,96.0,94.0,17.7,17.2,95.0,885.8,0.0,1.8,885.8,885.2
10:00,0.7986355100472928,1.2,96.0,85.0,20.3,17.2,85.0,886.6,0.0,1.9,886.6,885.8
11:00,0.03489949670250097,0.8,86.0,72.0,22.8,20.2,72.0,887.3,0.0,1.9,887.3,886.6
12:00,0.9396926207859083,1.8,74.0,57.0,25.0,22.8,59.0,887.8,0.0,4.3,887.9,887.3
13:00,0.573576436351046,2.1,62.0,55.0,25.7,24.5,57.0,887.8,0.0,5.4,888.0,887.8
14:00,0.6560590289905073,1.5,61.0,53.0,26.8,25.1,54.0,887.4,0.0,5.2,887.8,887.4
15:00,0.9659258262890683,2.4,57.0,46.0,28.1,26.2,46.0,886.7,0.0,5.6,887.4,886.7
16:00,0.01745240643728351,3.5,51.0,42.0,28.3,26.4,47.0,885.8,0.0,5.6,886.7,885.8
17:00,0.9986295347545738,1.8,53.0,43.0,28.2,26.4,43.0,885.0,0.0,5.4,885.8,885.0
18:00,0.7986355100472928,2.8,49.0,39.0,29.3,27.1,46.0,884.3,0.0,5.6,885.0,884.3
19:00,0.9902680687415704,2.4,46.0,34.0,29.3,28.1,39.0,883.9,0.0,5.5,884.3,883.8
20:00,1.0,2.0,42.0,35.0,28.8,28.0,39.0,883.8,0.0,4.8,883.9,883.7
21:00,0.20791169081775934,2.1,50.0,37.0,28.1,25.5,48.0,884.2,0.0,3.9,884.2,883.8
22:00,0.224951054343865,1.5,61.0,47.0,25.7,23.0,58.0,884.5,0.0,3.5,884.5,884.2
23:00,0.3255681544571567,2.6,60.0,52.0,24.1,22.7,58.0,885.0,0.0,4.4,885.0,884.5
00:00,-0.20791169081775987,1.6,77.0,58.0,23.2,21.2,77.0,886.1,0.0,4.4,886.1,885.0
01:00,-0.7880107536067218,1.4,84.0,77.0,21.5,20.3,83.0,886.5,0.0,2.6,886.6,886.1
02:00,-0.9396926207859083,1.6,85.0,82.0,20.9,20.0,83.0,886.4,0.0,2.4,886.5,886.4
03:00,-0.9743700647852352,1.4,84.0,82.0,20.4,19.7,83.0,886.2,0.0,2.3,886.4,886.2
04:00,-0.8090169943749473,0.9,83.0,80.0,20.3,19.5,83.0,885.7,0.0,1.8,886.2,885.7
05:00,0.4067366430758002,0.3,89.0,79.0,20.3,18.7,88.0,885.7,0.0,3.0,885.8,885.5
06:00,-0.35836794954530077,0.7,91.0,88.0,19.0,18.3,90.0,885.3,0.0,1.3,885.7,885.3
07:00,-0.656059028990507,1.1,90.0,87.0,18.8,18.3,88.0,885.2,0.0,1.4,885.3,885.1
08:00,-0.6018150231520483,1.5,90.0,87.0,19.0,18.1,88.0,885.3,0.0,2.0,885.3,885.1
09:00,-0.37460659341591235,1.0,89.0,80.0,19.7,18.4,85.0,885.5,0.0,2.5,885.5,885.3
10:00,-0.4226182617406992,1.2,88.0,79.0,20.3,17.9,79.0,886.1,0.0,2.0,886.1,885.5
11:00,-0.7193398003386512,1.7,79.0,72.0,22.5,20.3,74.0,886.7,0.0,3.1,886.7,886.1
12:00,-0.7431448254773946,2.2,74.0,67.0,24.3,22.3,67.0,887.3,0.0,4.4,887.3,886.7
13:00,-0.5000000000000004,2.7,70.0,58.0,25.8,23.8,60.0,887.6,0.0,5.3,887.7,887.3
14:00,-0.034899496702500823,2.6,62.0,51.0,26.4,25.3,56.0,887.5,0.0,5.7,887.7,887.4
15:00,-0.4226182617406992,3.1,59.0,46.0,27.1,25.6,49.0,886.6,0.0,6.0,887.5,886.6
16:00,-0.4383711467890778,2.9,58.0,46.0,27.9,26.1,53.0,885.4,0.0,6.4,886.6,885.4
17:00,-0.529919264233205,4.0,53.0,47.0,28.4,26.9,51.0,884.0,0.0,7.9,885.4,884.0
18:00,-0.7660444431189781,3.1,55.0,49.0,28.7,27.0,51.0,883.2,0.0,8.1,884.0,883.2
19:00,-0.6819983600624984,4.3,54.0,48.0,28.4,27.1,50.0,883.1,0.0,7.3,883.2,882.8
20:00,-0.4383711467890778,4.7,64.0,49.0,28.1,25.5,64.0,882.8,0.0,9.0,883.1,882.6
21:00,-0.22495105434386534,3.9,72.0,63.0,25.5,24.5,64.0,883.3,0.0,9.6,883.3,882.8
22:00,-0.5591929034707466,2.3,74.0,64.0,24.6,22.9,72.0,883.5,0.0,5.5,883.5,883.0
23:00,-0.5735764363510465,1.7,79.0,72.0,23.0,21.7,79.0,884.6,0.0,4.1,884.6,883.5
00:00,0.3583679495453002,1.6,84.0,77.0,22.4,21.3,78.0,885.8,0.0,3.0,885.8,884.6
01:00,0.2923717047227366,1.4,83.0,78.0,22.2,21.5,79.0,886.0,0.0,3.4,886.1,885.7
02:00,0.2756373558169992,1.1,86.0,79.0,21.6,20.0,85.0,885.9,0.0,2.3,886.1,885.9
03:00,0.5150380749100542,0.3,91.0,85.0,20.2,18.8,91.0,886.0,0.0,2.8,886.1,885.9
04:00,0.3255681544571566,1.2,92.0,86.0,20.0,18.7,91.0,885.6,0.0,2.2,886.0,885.6
05:00,0.9205048534524403,1.4,93.0,88.0,19.8,18.6,88.0,885.0,0.0,2.5,885.6,885.0
06:00,0.9396926207859084,0.5,91.0,87.0,19.8,18.8,91.0,884.6,0.0,2.5,885.0,884.6
07:00,0.7431448254773942,0.2,94.0,91.0,19.2,18.3,92.0,884.3,0.0,0.8,884.6,884.2
08:00,-0.6293203910498378,0.7,96.0,92.0,18.6,17.7,96.0,884.3,0.0,1.2,884.4,884.2
09:00,0.838670567945424,0.5,96.0,94.0,18.5,17.7,95.0,884.3,0.0,1.4,884.4,884.3
10:00,0.25881904510252074,0.9,96.0,94.0,19.0,17.5,95.0,885.1,0.0,1.6,885.1,884.3
11:00,0.12186934340514748,1.7,95.0,85.0,20.6,19.1,86.0,885.7,0.0,2.7,885.7,885.1
12:00,0.9659258262890683,1.0,87.0,75.0,23.2,20.5,75.0,886.3,0.0,3.0,886.3,885.7
13:00,0.42261826174069944,1.6,76.0,64.0,25.5,23.0,68.0,886.2,0.0,3.8,886.3,886.1
14:00,0.4539904997395468,1.0,76.0,65.0,25.4,23.6,66.0,886.0,0.0,3.8,886.3,886.0
15:00,-0.8910065241883679,2.8,69.0,55.0,26.7,23.9,55.0,885.2,0.0,8.4,886.0,885.2
16:00,-0.5150380749100545,3.2,61.0,47.0,27.7,25.3,48.0,884.0,0.0,9.2,885.2,884.0
17:00,-0.45399049973954697,3.9,52.0,44.0,28.5,27.1,46.0,882.9,0.0,7.7,884.0,882.9
18:00,-0.7431448254773946,3.4,53.0,45.0,28.5,26.5,53.0,882.6,0.0,8.7,882.9,882.5
19:00,-0.7431448254773946,3.4,56.0,48.0,28.5,26.1,49.0,882.0,0.0,6.6,882.6,881.9
20:00,-0.8746197071393956,4.5,58.0,48.0,27.5,25.8,57.0,882.5,0.0,8.4,882.5,882.0
21:00,-0.9781476007338056,3.7,71.0,57.0,26.1,23.8,71.0,882.9,0.0,8.4,883.0,882.4
22:00,-0.7986355100472932,2.2,80.0,71.0,23.8,22.4,79.0,884.0,0.0,8.4,884.0,882.9
23:00,-0.9205048534524405,1.8,94.0,78.0,22.7,19.5,93.0,884.4,2.6,8.3,884.5,884.0
00:00,-0.5877852522924734,1.2,93.0,91.0,19.8,19.3,92.0,885.2,0.0,3.4,885.2,884.4
01:00,-0.945518575599317,1.3,94.0,91.0,19.6,19.0,93.0,885.6,0.0,2.2,885.6,885.2
02:00,-0.9781476007338056,1.0,93.0,91.0,19.7,19.2,91.0,886.0,0.0,2.9,886.0,885.6
03:00,0.9961946980917455,0.9,92.0,90.0,19.7,19.0,91.0,885.7,0.0,1.9,886.0,885.7
04:00,0.4694715627858907,1.1,93.0,90.0,20.0,19.4,92.0,885.2,0.0,2.9,885.7,885.2
05:00,-0.48480962024633695,0.3,94.0,92.0,19.9,19.0,94.0,884.6,0.0,1.5,885.2,884.6
06:00,-0.8191520442889918,1.1,95.0,92.0,19.2,18.7,92.0,884.5,0.0,2.2,884.6,884.4
07:00,0.17364817766693033,0.4,94.0,92.0,18.9,18.6,94.0,884.6,0.8,1.9,884.6,884.4
08:00,0.9902680687415704,0.4,95.0,94.0,19.0,18.7,95.0,884.7,0.0,1.6,884.7,884.6
09:00,-0.8746197071393956,0.7,96.0,95.0,18.9,18.6,96.0,885.1,0.0,1.3,885.1,884.7
10:00,0.0697564737441253,1.3,96.0,93.0,19.1,18.6,93.0,885.6,0.0,2.3,885.6,885.1
11:00,-0.3907311284892739,1.6,93.0,83.0,21.0,19.1,85.0,886.4,0.2,2.8,886.4,885.6
12:00,-0.5877852522924734,2.6,86.0,75.0,22.7,20.7,77.0,886.8,0.0,4.7,886.8,886.4
13:00,-0.37460659341591235,2.8,79.0,74.0,22.9,22.1,77.0,887.1,0.0,4.7,887.2,886.8
14:00,-0.7880107536067218,1.7,78.0,65.0,24.1,22.6,67.0,886.7,0.0,4.9,887.1,886.7
15:00,-0.7071067811865477,3.1,69.0,61.0,25.1,23.7,63.0,885.8,0.0,8.0,886.7,885.8
16:00,-0.35836794954530077,4.2,76.0,56.0,26.3,23.0,63.0,884.6,0.0,7.8,885.8,884.6
17:00,-0.9510565162951536,3.7,65.0,56.0,26.6,24.9,64.0,883.5,0.0,8.1,884.6,883.5
18:00,-0.8829475928589271,4.1,64.0,53.0,27.2,24.9,54.0,882.9,0.0,7.5,883.5,882.8
19:00,-0.7986355100472932,3.5,64.0,54.0,26.7,24.9,60.0,883.0,0.0,7.7,883.1,882.8
20:00,-0.4226182617406992,3.1,71.0,59.0,25.9,23.5,71.0,883.0,0.0,7.3,883.1,882.8
21:00,-0.15643446504023112,2.6,77.0,70.0,24.2,23.3,76.0,883.8,0.0,5.2,883.8,883.0
22:00,-0.5735764363510465,2.0,80.0,76.0,23.3,21.4,79.0,884.5,0.0,5.5,884.5,883.8
23:00,0.7547095802227721,1.2,90.0,79.0,21.5,20.8,90.0,885.2,0.0,3.9,885.2,884.5
00:00,0.7071067811865475,1.2,92.0,89.0,21.0,20.7,90.0,885.9,0.0,2.5,885.9,885.2
01:00,0.8910065241883679,1.7,92.0,90.0,20.8,20.2,92.0,886.5,0.0,3.4,886.5,885.9
02:00,0.35836794954530027,2.6,93.0,92.0,20.3,20.0,92.0,886.4,0.0,4.9,886.5,886.3
03:00,0.08715574274765817,1.5,93.0,90.0,20.0,19.9,90.0,886.0,0.0,4.3,886.5,886.0
04:00,-0.37460659341591235,1.4,91.0,89.0,20.1,19.7,91.0,885.6,0.0,3.7,886.1,885.5
05:00,-0.5591929034707466,1.8,92.0,91.0,19.8,19.6,92.0,885.3,0.0,3.1,885.6,885.3
06:00,-0.3907311284892739,1.8,93.0,91.0,19.7,19.3,91.0,885.1,0.0,4.1,885.3,885.1
07:00,-0.6018150231520483,1.9,93.0,91.0,19.3,18.8,93.0,884.6,0.0,3.3,885.1,884.6
08:00,-0.6156614753256582,1.6,93.0,92.0,19.1,18.8,93.0,884.7,0.0,3.2,884.8,884.6
09:00,-0.9135454576426011,1.7,94.0,93.0,19.1,18.9,94.0,885.0,0.0,3.2,885.0,884.7
10:00,-0.9063077870366498,1.5,94.0,93.0,19.6,18.8,93.0,885.7,0.0,3.2,885.8,885.0
11:00,-0.9659258262890683,1.1,93.0,86.0,20.9,19.6,87.0,886.3,0.0,3.6,886.3,885.7
12:00,-0.8746197071393956,1.4,87.0,81.0,22.2,20.9,82.0,887.1,0.0,3.4,887.1,886.3
13:00,-0.9993908270190958,2.1,84.0,73.0,23.9,21.8,75.0,887.3,0.0,4.5,887.4,887.1
14:00,0.10452846326765347,2.5,78.0,66.0,24.4,22.8,76.0,887.0,0.0,4.7,887.4,887.0
15:00,0.8746197071393959,1.2,93.0,67.0,23.9,18.9,88.0,886.5,8.8,9.3,887.1,886.5
16:00,0.0697564737441253,1.7,91.0,69.0,24.8,20.8,74.0,885.0,0.0,5.6,886.5,885.0
17:00,-0.5299192642332048,2.6,76.0,65.0,26.2,23.7,73.0,884.5,0.0,4.5,885.0,884.5
18:00,-0.4694715627858908,2.1,88.0,69.0,23.9,20.7,84.0,884.0,0.8,6.5,884.5,884.0
19:00,-0.05233595624294437,1.7,86.0,78.0,22.9,21.9,78.0,883.6,0.0,3.3,884.1,883.6
20:00,-0.9271838545667873,1.2,80.0,71.0,24.1,22.8,72.0,884.6,0.0,3.1,884.6,883.6
21:00,-0.5735764363510462,1.6,89.0,72.0,23.7,20.8,89.0,884.9,0.2,5.4,884.9,884.5
22:00,-0.882947592858927,0.8,92.0,89.0,20.8,20.3,92.0,884.9,0.2,3.6,885.0,884.9
23:00,-0.7431448254773946,0.8,94.0,92.0,20.5,20.2,94.0,885.7,0.0,1.6,885.7,884.9
00:00,0.27563735581699916,1.9,95.0,93.0,20.5,20.3,95.0,886.1,0.0,2.8,886.2,885.7
01:00,0.3090169943749474,1.6,95.0,93.0,20.4,20.0,93.0,886.3,0.0,2.8,886.5,886.1
02:00,-0.5150380749100545,1.1,95.0,93.0,20.3,19.5,94.0,886.9,0.0,2.8,886.9,886.3
03:00,-0.8480480961564262,1.5,94.0,94.0,20.2,19.9,94.0,886.8,0.0,2.4,887.0,886.7
04:00,-0.7193398003386512,1.0,94.0,94.0,20.2,20.0,94.0,886.3,0.0,2.5,886.8,886.3
05:00,-0.9063077870366498,1.1,95.0,94.0,20.1,19.8,95.0,885.8,0.0,2.0,886.3,885.8
06:00,-0.35836794954530077,1.5,96.0,95.0,19.8,19.5,96.0,885.2,0.0,2.1,885.8,885.2
07:00,0.03489949670250097,1.3,97.0,96.0,19.8,19.5,96.0,885.4,0.0,3.0,885.4,885.1
08:00,-0.9998476951563913,0.6,96.0,96.0,19.7,19.3,96.0,885.6,0.0,2.3,885.8,885.4
09:00,-0.45399049973954697,0.7,97.0,96.0,19.6,19.2,96.0,885.8,0.0,1.4,885.8,885.5
10:00,0.2923717047227366,2.4,96.0,96.0,19.9,19.3,96.0,886.9,0.0,4.0,886.9,885.8
11:00,-0.1045284632676535,1.8,96.0,85.0,20.1,19.2,85.0,887.3,0.0,4.0,887.3,886.9
12:00,0.2923717047227366,1.0,87.0,81.0,21.1,20.0,84.0,887.9,0.0,3.6,887.9,887.3
13:00,0.8191520442889917,2.3,86.0,81.0,21.5,20.7,83.0,888.1,0.0,3.6,888.3,887.9
14:00,0.9063077870366499,2.0,84.0,76.0,23.2,21.4,77.0,887.7,0.0,4.9,888.1,887.7
15:00,0.9396926207859084,1.3,79.0,72.0,23.5,22.6,75.0,886.7,0.0,4.1,887.7,886.7
16:00,-0.3090169943749473,1.2,78.0,69.0,23.3,22.5,72.0,886.4,0.0,3.3,886.7,886.4
17:00,-0.6427876096865393,1.4,79.0,72.0,23.6,22.6,75.0,885.5,0.0,3.7,886.5,885.5
18:00,-0.4383711467890778,1.1,76.0,65.0,24.9,23.2,69.0,884.8,0.0,2.7,885.5,884.8
